lexicon,word,homophones,mps,neighbors,length,numthatshareletter1,numthatshareletter2,numthatshareletter3,numthatshareletter4,numthatshareletter5
16,xum,0,0.0,0.0,3,62,1,1,0,0
16,&jftzf,0,0.0,0.0,6,201,1,1,1,1
16,lnU,0,1.0,1.0,3,220,14,1,0,0
16,=iiS,0,0.0,0.0,4,75,5,1,1,0
16,sfi&a&,0,0.0,0.0,6,108,5,1,1,1
16,aov,0,2.0,2.0,3,208,6,1,0,0
16,Ill,0,6.0,6.0,3,98,10,1,0,0
16,d&I,0,1.0,1.0,3,86,5,1,0,0
16,s&uhv,0,0.0,0.0,5,108,4,1,1,1
16,EpgI,0,0.0,0.0,4,110,2,1,1,0
16,i@e,0,2.0,2.0,3,155,17,1,0,0
16,Erad,0,0.0,0.0,4,110,12,1,1,0
16,t@kf,0,1.0,1.0,4,272,16,1,1,0
16,mna@put,0,0.0,0.0,7,131,9,1,1,1
16,r&b&i,0,0.0,0.0,5,376,20,1,1,1
16,lvo,0,1.0,1.0,3,220,3,1,0,0
16,ErE=,0,0.0,0.0,4,110,12,1,1,0
16,Skrn,0,1.0,2.0,4,109,6,3,1,0
16,lln,0,8.0,8.0,3,220,16,1,0,0
16,&Ym,0,0.0,0.0,3,201,3,1,0,0
16,&nmoUtS,0,0.0,0.0,7,201,17,1,1,1
16,utenliO,0,0.0,0.0,7,58,6,1,1,1
16,sfk,0,2.0,2.0,3,108,5,1,0,0
16,nSil,0,0.0,0.0,4,250,7,1,1,0
16,glp,0,1.0,1.0,3,95,4,1,0,0
16,tm=tpt,0,0.0,0.0,6,272,10,1,1,1
16,rnUrs@,0,0.0,0.0,6,376,26,2,2,1
16,prutrk,0,0.0,0.0,6,123,9,1,1,1
16,@tl,0,6.0,10.0,3,279,17,2,0,0
16,vafaayf,0,0.0,0.0,7,63,3,1,1,1
16,kEIt@fs,0,0.0,0.0,7,170,3,1,1,1
16,/p&,0,0.0,0.0,3,4,1,1,0,0
16,EOvk,0,0.0,0.0,4,110,1,1,1,0
16,nSr,0,2.0,4.0,3,250,7,1,0,0
16,rftllN,0,0.0,0.0,6,376,10,1,1,1
16,rlso)k,0,0.0,0.0,6,376,22,2,1,1
16,smt,0,2.0,3.0,3,108,5,1,0,0
16,kor,0,1.0,1.0,3,170,3,1,0,0
16,mUx@b,0,0.0,0.0,5,131,7,1,1,1
16,dfsia,0,0.0,0.0,5,86,2,1,1,1
16,@lO)@&r,0,0.0,0.0,7,279,16,1,1,1
16,e@Ii,0,0.0,0.0,4,65,5,1,1,0
16,Ooxr,0,1.0,1.0,4,90,5,1,1,0
16,utg&z@,0,0.0,0.0,6,58,6,1,1,1
16,fIp,0,0.0,0.0,3,95,3,1,0,0
16,mIizO,0,0.0,0.0,5,131,2,1,1,1
16,nggmv,0,0.0,0.0,5,250,6,1,1,1
16,uYY,0,0.0,0.0,3,58,1,1,0,0
16,pft,0,6.0,6.0,3,123,7,1,0,0
16,vss,0,1.0,2.0,3,63,2,1,0,0
16,Ukn@,0,1.0,2.0,4,64,4,1,1,0
16,&x&d&m,0,0.0,0.0,6,201,4,1,1,1
16,ptllzpO,0,0.0,0.0,7,123,10,2,1,1
16,@rn,0,7.0,9.0,3,279,27,2,0,0
16,mntrlS,0,0.0,0.0,6,131,9,1,1,1
16,i&nxE@,0,0.0,0.0,6,155,12,1,1,1
16,brbt,0,0.0,1.0,4,100,7,3,1,0
16,ilmazS,0,0.0,0.0,6,155,5,1,1,1
16,a@iv,0,0.0,0.0,4,208,17,1,1,0
16,grp&@tt,0,0.0,0.0,7,95,12,1,1,1
16,)fnYalm,0,0.0,0.0,7,17,1,1,1,1
16,a@EkO,0,0.0,0.0,5,208,17,1,1,1
16,@ibg,0,0.0,0.0,4,279,14,1,1,0
16,drn,0,5.0,8.0,3,86,13,2,0,0
16,ytlt,0,1.0,1.0,4,41,3,2,1,0
16,tdtUhf,0,0.0,0.0,6,272,4,2,1,1
16,pSrUbE,0,0.0,0.0,6,123,3,1,1,1
16,Id@gt,0,0.0,0.0,5,98,1,1,1,1
16,vt&,0,1.0,2.0,3,63,4,1,0,0
16,Irmm,0,0.0,0.0,4,98,12,1,1,0
16,nO@Ol,0,0.0,0.0,5,250,12,1,1,1
16,tpam@f,0,0.0,0.0,6,272,8,1,1,1
16,a@kSia,0,0.0,0.0,6,208,17,2,1,1
16,n@n)e,0,0.0,0.0,5,250,19,2,1,1
16,aEvtmS,0,0.0,0.0,6,208,6,1,1,1
16,rpua,0,0.0,0.0,4,376,13,1,1,0
16,&la+,0,0.0,0.0,4,201,9,2,1,0
16,kdl,0,3.0,3.0,3,170,3,1,0,0
16,xka@pdS,0,0.0,0.0,7,62,6,1,1,1
16,ivz,0,1.0,1.0,3,155,3,1,0,0
16,i+p,0,2.0,2.0,3,155,1,1,0,0
16,a=re,0,0.0,0.0,4,208,3,1,1,0
16,nmS@ip,0,0.0,0.0,6,250,9,1,1,1
16,te@,0,7.0,8.0,3,272,8,2,0,0
16,EdSm)@l,0,0.0,0.0,7,110,3,1,1,1
16,SNnz&,0,0.0,0.0,5,109,1,1,1,1
16,Nkngry,0,0.0,0.0,6,43,3,1,1,1
16,zIe@nr,0,0.0,0.0,6,66,3,1,1,1
16,nlnE,0,1.0,1.0,4,250,16,3,1,0
16,&gnErf,0,0.0,0.0,6,201,2,1,1,1
16,kSi,0,2.0,4.0,3,170,7,1,0,0
16,&ik,0,1.0,1.0,3,201,9,1,0,0
16,al=,0,1.0,1.0,3,208,8,1,0,0
16,lmx,0,0.0,0.0,3,220,4,1,0,0
16,=&otp,0,0.0,0.0,5,75,5,1,1,1
16,&rzt,0,2.0,2.0,4,201,16,1,1,0
16,igtl,0,0.0,1.0,4,155,3,1,1,0
16,ttzk,0,0.0,0.0,4,272,13,1,1,0
16,lnOrerp,0,0.0,0.0,7,220,14,2,1,1
16,)tr@&,0,0.0,0.0,5,17,3,1,1,1
16,trmIns,0,0.0,0.0,6,272,22,1,1,1
16,tOt,0,3.0,4.0,3,272,5,2,0,0
16,aa&r@s,0,0.0,0.0,6,208,9,1,1,1
16,NnndE,0,0.0,0.0,5,43,2,1,1,1
16,muNrI,0,0.0,0.0,5,131,3,1,1,1
16,mnk&=,0,0.0,0.0,5,131,9,1,1,1
16,m&l,0,4.0,5.0,3,131,8,1,0,0
16,sat,0,4.0,5.0,3,108,6,1,0,0
16,@rdSi,0,0.0,0.0,5,279,27,2,1,1
16,Ot@l@,0,0.0,0.0,5,90,3,1,1,1
16,ONy&r@,0,0.0,0.0,6,90,3,1,1,1
16,p&&,0,2.0,3.0,3,123,6,1,0,0
16,adt&&r,0,0.0,0.0,6,208,3,1,1,1
16,tIrt,0,0.0,1.0,4,272,12,4,1,0
16,svkser,0,0.0,0.0,6,108,3,1,1,1
16,mrEtr@i,0,0.0,0.0,7,131,13,1,1,1
16,rntn,0,2.0,3.0,4,376,26,2,1,0
16,lkil,0,0.0,1.0,4,220,13,1,1,0
16,oknpmk,0,0.0,0.0,6,95,4,1,1,1
16,Or),0,1.0,1.0,3,90,8,1,0,0
16,rU@ksO,0,0.0,0.0,6,376,9,3,1,1
16,zxt,0,1.0,1.0,3,66,2,2,0,0
16,usS,0,0.0,0.0,3,58,3,1,0,0
16,=@vf@t,0,0.0,0.0,6,75,4,1,1,1
16,Obrtum,0,0.0,0.0,6,90,3,1,1,1
16,It&s@bt,0,0.0,0.0,7,98,6,1,1,1
16,I)@u@tn,0,0.0,0.0,7,98,2,2,1,1
16,ffl),0,0.0,0.0,4,95,5,1,1,0
16,lrmnmp,0,0.0,0.0,6,220,20,1,1,1
16,eI@ngIr,0,0.0,0.0,7,65,2,1,1,1
16,rshnkke,0,0.0,0.0,7,376,8,1,1,1
16,khbot,0,0.0,0.0,5,170,2,1,1,1
16,O@frmi,0,0.0,0.0,6,90,6,1,1,1
16,S@t,0,5.0,7.0,3,109,8,1,0,0
16,da@j@tt,0,0.0,0.0,7,86,8,2,1,1
16,Ixr,0,6.0,6.0,3,98,3,1,0,0
16,sav,0,1.0,1.0,3,108,6,1,0,0
16,nIplji,0,0.0,0.0,6,250,7,1,1,1
16,vfurk&,0,0.0,0.0,6,63,5,1,1,1
16,leffm,0,0.0,0.0,5,220,5,2,1,1
16,@=hed,0,0.0,0.0,5,279,4,1,1,1
16,Srdk,0,0.0,0.0,4,109,7,1,1,0
16,aktnel,0,0.0,0.0,6,208,17,3,1,1
16,t&s,0,6.0,7.0,3,272,11,1,0,0
16,tomrrnt,0,0.0,0.0,7,272,8,1,1,1
16,rknOy,0,0.0,0.0,5,376,17,5,1,1
16,riUli@,0,0.0,0.0,6,376,19,2,1,1
16,v@n,0,4.0,5.0,3,63,5,1,0,0
16,f=khr+,0,0.0,0.0,6,95,2,1,1,1
16,IEk&mbg,0,0.0,0.0,7,98,3,1,1,1
16,ztmizO,0,0.0,0.0,6,66,5,1,1,1
16,)goa,0,0.0,0.0,4,17,1,1,1,0
16,lakmk,0,0.0,0.0,5,220,14,3,1,1
16,zmOkb,0,0.0,0.0,5,66,1,1,1,1
16,kin,0,5.0,5.0,3,170,3,1,0,0
16,tornO,0,0.0,0.0,5,272,8,1,1,1
16,&Sa,0,3.0,4.0,3,201,6,1,0,0
16,raat&s,0,0.0,0.0,6,376,22,1,1,1
16,@gt,0,4.0,5.0,3,279,6,2,0,0
16,rkrsk&l,0,0.0,0.0,7,376,17,3,1,1
16,r&e@&,0,0.0,0.0,5,376,20,1,1,1
16,tabm,0,0.0,0.0,4,272,20,1,1,0
16,utb&a,0,0.0,0.0,5,58,6,1,1,1
16,vinpO,0,0.0,0.0,5,63,2,1,1,1
16,pfn,0,4.0,5.0,3,123,7,2,0,0
16,fi&rt@r,0,0.0,0.0,7,95,1,1,1,1
16,YSrfon,0,0.0,0.0,6,22,1,1,1,1
16,xtefeti,0,0.0,0.0,7,62,4,1,1,1
16,fSmtrk,0,0.0,0.0,6,95,5,1,1,1
16,raEna,0,0.0,0.0,5,376,22,2,1,1
16,Ir=,0,2.0,2.0,3,98,12,1,0,0
16,i@@nr,0,0.0,0.0,5,155,17,1,1,1
16,int,0,3.0,5.0,3,155,8,1,0,0
16,Ntpf,0,0.0,0.0,4,43,3,1,1,0
16,tpEpli@,0,0.0,0.0,7,272,8,1,1,1
16,li=SN,0,0.0,0.0,5,220,7,1,1,1
16,Ub@tn,0,0.0,0.0,5,64,1,1,1,1
16,=hfp,0,0.0,0.0,4,75,1,1,1,0
16,kutml,0,0.0,0.0,5,170,3,1,1,1
16,aeyIsS,0,0.0,0.0,6,208,8,1,1,1
16,vnr,0,4.0,5.0,3,63,2,1,0,0
16,sratIrg,0,0.0,0.0,7,108,10,1,1,1
16,nym&,0,0.0,0.0,4,250,1,1,1,0
16,a=u,0,1.0,1.0,3,208,3,1,0,0
16,urr,0,4.0,6.0,3,58,5,2,0,0
16,tmn,0,3.0,3.0,3,272,10,1,0,0
16,fn=tph,0,0.0,0.0,6,95,7,1,1,1
16,artlOt,0,0.0,0.0,6,208,10,2,1,1
16,l)n,0,5.0,6.0,3,220,2,1,0,0
16,zOo&&@,0,0.0,0.0,6,66,3,1,1,1
16,rS@g,0,0.0,1.0,4,376,17,3,1,0
16,fnzrie,0,0.0,0.0,6,95,7,1,1,1
16,E@s)&uv,0,0.0,0.0,7,110,8,1,1,1
16,&@@dOf,0,0.0,0.0,6,201,15,1,1,1
16,t&@,0,12.0,14.0,3,272,11,1,0,0
16,tdtdsb,0,0.0,0.0,6,272,4,2,1,1
16,tbN,0,0.0,0.0,3,272,7,1,0,0
16,&mlr,0,2.0,2.0,4,201,6,1,1,0
16,Eld,0,2.0,2.0,3,110,9,1,0,0
16,kEl,0,3.0,4.0,3,170,3,1,0,0
16,&aa,0,5.0,7.0,3,201,12,6,0,0
16,giip&,0,0.0,0.0,5,95,6,2,1,1
16,nfrb,0,0.0,0.0,4,250,5,1,1,0
16,ortzt,0,0.0,0.0,5,95,11,2,1,1
16,rnUrp,0,0.0,0.0,5,376,26,2,2,1
16,la=x,0,0.0,0.0,4,220,14,1,1,0
16,yax,0,0.0,1.0,3,41,2,1,0,0
16,aae,0,3.0,3.0,3,208,9,1,0,0
16,bnt,0,5.0,7.0,3,100,14,2,0,0
16,rpstasa,0,0.0,0.0,7,376,13,1,1,1
16,nrot,0,1.0,1.0,4,250,19,2,1,0
16,iuftn,0,0.0,0.0,5,155,3,1,1,1
16,ti@,0,9.0,9.0,3,272,14,1,0,0
16,u@skr,0,0.0,1.0,5,58,5,2,1,1
16,nzf,0,3.0,3.0,3,250,5,2,0,0
16,rfp,0,2.0,3.0,3,376,10,1,0,0
16,npd,0,0.0,0.0,3,250,9,1,0,0
16,Ix@nO,0,0.0,0.0,5,98,3,1,1,1
16,tza,0,1.0,3.0,3,272,5,2,0,0
16,|Ov&lg,0,0.0,0.0,6,15,2,1,1,1
16,dI=rlza,0,0.0,0.0,7,86,1,1,1,1
16,&@d,0,4.0,5.0,3,201,15,1,0,0
16,@kpbz,0,0.0,0.0,5,279,12,1,1,1
16,b&r=,0,0.0,0.0,4,100,3,1,1,0
16,rkdlzI,0,0.0,0.0,6,376,17,1,1,1
16,lSO,0,1.0,1.0,3,220,10,2,0,0
16,rif,0,3.0,3.0,3,376,19,1,0,0
16,riUb,0,0.0,0.0,4,376,19,2,1,0
16,@tml,0,0.0,1.0,4,279,17,1,1,0
16,knxe&@k,0,0.0,0.0,7,170,18,1,1,1
16,gaxt,0,2.0,2.0,4,95,9,1,1,0
16,UziS,0,0.0,0.0,4,64,2,1,1,0
16,nUOng,0,0.0,0.0,5,250,2,1,1,1
16,rv&@tfg,0,0.0,0.0,7,376,12,2,1,1
16,Ir&nb@o,0,0.0,0.0,7,98,12,2,1,1
16,mtYn,0,0.0,0.0,4,131,11,1,1,0
16,knkrdt,0,0.0,0.0,6,170,18,1,1,1
16,erdzx,0,0.0,0.0,5,65,9,1,1,1
16,trrb&,0,0.0,0.0,5,272,22,3,1,1
16,@er,0,5.0,7.0,3,279,7,2,0,0
16,irE,0,5.0,6.0,3,155,9,1,0,0
16,gniU,0,1.0,1.0,4,95,8,1,1,0
16,rin&,0,2.0,3.0,4,376,19,5,1,0
16,zIyas@S,0,0.0,0.0,7,66,3,1,1,1
16,kotn,0,1.0,1.0,4,170,3,1,1,0
16,@mnza@r,0,0.0,0.0,7,279,17,1,1,1
16,tStpozs,0,0.0,0.0,7,272,7,1,1,1
16,li@,0,9.0,11.0,3,220,7,2,0,0
16,rS@SE,0,0.0,0.0,5,376,17,3,1,1
16,IlUbs,0,0.0,0.0,5,98,10,1,1,1
16,mtiOa,0,0.0,0.0,5,131,11,1,1,1
16,OltbIpn,0,0.0,0.0,7,90,8,4,1,1
16,Y@i,0,4.0,4.0,3,22,2,1,0,0
16,=glt@,0,0.0,0.0,5,75,2,1,1,1
16,lrex,0,0.0,0.0,4,220,20,1,1,0
16,=kbk|a&,0,0.0,0.0,7,75,4,2,1,1
16,NriS,0,0.0,0.0,4,43,3,1,1,0
16,v&mn@dx,0,0.0,0.0,7,63,1,1,1,1
16,h&U&E,0,0.0,0.0,5,48,4,1,1,1
16,ndatk&,0,0.0,0.0,6,250,4,3,1,1
16,n=m,0,2.0,2.0,3,250,5,1,0,0
16,nauN,0,0.0,0.0,4,250,18,1,1,0
16,trnrrU,0,0.0,0.0,6,272,22,3,1,1
16,hobntf,0,0.0,0.0,6,48,1,1,1,1
16,lulto,0,0.0,0.0,5,220,1,1,1,1
16,bS@ta,0,0.0,0.0,5,100,5,1,1,1
16,Eftefo,0,0.0,0.0,6,110,3,1,1,1
16,yya,0,1.0,2.0,3,41,1,1,0,0
16,rrn&rr,0,0.0,0.0,6,376,28,1,1,1
16,lvtnut,0,0.0,0.0,6,220,3,1,1,1
16,g@rlsd,0,0.0,0.0,6,95,10,1,1,1
16,n&a,0,2.0,2.0,3,250,9,1,0,0
16,=mrr,0,1.0,2.0,4,75,4,1,1,0
16,omr,0,1.0,2.0,3,95,4,1,0,0
16,p@p@S,0,0.0,0.0,5,123,9,2,1,1
16,drntt=,0,0.0,0.0,6,86,13,2,1,1
16,fpk,0,0.0,0.0,3,95,2,1,0,0
16,pts,0,2.0,2.0,3,123,10,1,0,0
16,@&n,0,7.0,9.0,3,279,15,3,0,0
16,nmbz,0,0.0,0.0,4,250,9,1,1,0
16,txht@n,0,0.0,0.0,6,272,3,1,1,1
16,&t+,0,3.0,4.0,3,201,18,1,0,0
16,neyokg,0,0.0,0.0,6,250,7,1,1,1
16,pm&@,0,0.0,0.0,4,123,4,1,1,0
16,oi@,0,4.0,5.0,3,95,5,1,0,0
16,@tbr,0,0.0,0.0,4,279,17,1,1,0
16,rSktn,0,0.0,0.0,5,376,17,1,1,1
16,fnelkt@,0,0.0,0.0,7,95,7,1,1,1
16,in@irnn,0,0.0,0.0,7,155,8,1,1,1
16,bNv&,0,0.0,1.0,4,100,1,1,1,0
16,@mxaomI,0,0.0,0.0,7,279,17,1,1,1
16,l+@,0,5.0,6.0,3,220,2,1,0,0
16,gzkbpS,0,0.0,0.0,6,95,2,1,1,1
16,OltEmkx,0,0.0,0.0,7,90,8,4,1,1
16,h&j,0,0.0,0.0,3,48,4,1,0,0
16,b@tf,0,1.0,2.0,4,100,10,4,1,0
16,ls&s,0,0.0,0.0,4,220,7,1,1,0
16,@sp,0,2.0,2.0,3,279,11,2,0,0
16,iz@,0,2.0,2.0,3,155,2,1,0,0
16,fEOny=r,0,0.0,0.0,7,95,2,1,1,1
16,iaSO,0,1.0,2.0,4,155,10,3,1,0
16,m@&e=r,0,0.0,0.0,6,131,8,2,1,1
16,&pl=a,0,0.0,0.0,5,201,4,2,1,1
16,&uI,0,2.0,2.0,3,201,1,1,0,0
16,SEEOs,0,0.0,0.0,5,109,4,2,1,1
16,Un&n@k,0,0.0,0.0,6,64,2,1,1,1
16,Ekdblm,0,0.0,0.0,6,110,3,1,1,1
16,rrjn,0,0.0,0.0,4,376,28,1,1,0
16,o=ogrl+,0,0.0,0.0,7,95,2,1,1,1
16,@@mait,0,0.0,0.0,6,279,21,2,1,1
16,&&I,0,3.0,3.0,3,201,11,2,0,0
16,l&lrgl,0,0.0,0.0,6,220,15,1,1,1
16,Olf,0,2.0,2.0,3,90,8,1,0,0
16,rxrSr,0,0.0,0.0,5,376,4,1,1,1
16,@nlyia,0,0.0,0.0,6,279,13,2,1,1
16,Uf&lr,0,0.0,0.0,5,64,3,1,1,1
16,OfdgI,0,0.0,0.0,5,90,4,1,1,1
16,Ort,0,5.0,6.0,3,90,8,1,0,0
16,ntl,0,5.0,8.0,3,250,17,2,0,0
16,uvurzEt,0,0.0,0.0,7,58,1,1,1,1
16,&&mll+,0,0.0,0.0,6,201,11,2,1,1
16,vOnrgY,0,0.0,0.0,6,63,2,1,1,1
16,I@a,0,5.0,7.0,3,98,6,2,0,0
16,tsar,0,0.0,0.0,4,272,6,2,1,0
16,nrm,0,7.0,9.0,3,250,19,1,0,0
16,lnSn,0,1.0,1.0,4,220,14,1,1,0
16,OIriir,0,0.0,0.0,6,90,5,1,1,1
16,@vr@l,0,0.0,0.0,5,279,5,1,1,1
16,efk,0,2.0,2.0,3,65,1,1,0,0
16,nSkrl&r,0,0.0,0.0,7,250,7,1,1,1
16,rutEp,0,0.0,0.0,5,376,8,1,1,1
16,av@kb,0,0.0,0.0,5,208,8,1,1,1
16,@@ru,0,0.0,0.0,4,279,21,1,1,0
16,Ilng,0,0.0,1.0,4,98,10,1,1,0
16,rrartei,0,0.0,0.0,7,376,28,1,1,1
16,a=gil,0,0.0,0.0,5,208,3,1,1,1
16,@igmfl,0,0.0,0.0,6,279,14,1,1,1
16,gyISn,0,0.0,0.0,5,95,1,1,1,1
16,@erIb,0,0.0,0.0,5,279,7,2,1,1
16,bnl,0,6.0,6.0,3,100,14,1,0,0
16,@@@,0,8.0,10.0,3,279,21,1,0,0
16,rvdms,0,0.0,0.0,5,376,12,1,1,1
16,nkkt,0,0.0,0.0,4,250,10,1,1,0
16,mirI,0,0.0,0.0,4,131,7,1,1,0
16,&zrIE,0,0.0,0.0,5,201,5,1,1,1
16,a&dtu,0,0.0,0.0,5,208,8,1,1,1
16,tnmU,0,0.0,0.0,4,272,13,1,1,0
16,UopvNx,0,0.0,0.0,6,64,4,1,1,1
16,ldn,0,5.0,5.0,3,220,4,2,0,0
16,&SE,0,2.0,2.0,3,201,6,1,0,0
16,mEfnE,0,0.0,0.0,5,131,8,1,1,1
16,@ms,0,1.0,2.0,3,279,17,3,0,0
16,if@,0,3.0,4.0,3,155,9,1,0,0
16,trxgSOp,0,0.0,0.0,7,272,22,2,1,1
16,na@a,0,0.0,3.0,4,250,18,3,1,0
16,lO&,0,1.0,1.0,3,220,2,1,0,0
16,fl@rIi,0,0.0,0.0,6,95,7,1,1,1
16,NbrgEI,0,0.0,0.0,6,43,2,1,1,1
16,nl@@Il,0,0.0,0.0,6,250,16,3,1,1
16,sittS,0,0.0,0.0,5,108,4,1,1,1
16,Sgamiy,0,0.0,0.0,6,109,2,1,1,1
16,ro&f,0,0.0,0.0,4,376,9,2,1,0
16,dzf,0,3.0,3.0,3,86,1,1,0,0
16,rn@y,0,0.0,0.0,4,376,26,3,1,0
16,zEki,0,0.0,0.0,4,66,3,1,1,0
16,@fon,0,0.0,0.0,4,279,7,1,1,0
16,xN@gt&J,0,0.0,0.0,7,62,1,1,1,1
16,rttUd,0,0.0,0.0,5,376,18,2,1,1
16,mEkk@,0,0.0,0.0,5,131,8,1,1,1
16,&@i,0,8.0,10.0,3,201,15,1,0,0
16,in),0,2.0,2.0,3,155,8,1,0,0
16,SrE,0,4.0,5.0,3,109,7,1,0,0
16,anptadi,0,0.0,0.0,7,208,15,3,1,1
16,gnrOnms,0,0.0,0.0,7,95,8,2,1,1
16,netggru,0,0.0,0.0,7,250,7,1,1,1
16,krnfmS,0,0.0,0.0,6,170,16,1,1,1
16,v@bal&,0,0.0,0.0,6,63,5,1,1,1
16,rsnur@,0,0.0,0.0,6,376,8,2,1,1
16,kpa,0,3.0,3.0,3,170,5,1,0,0
16,mmzo,0,1.0,1.0,4,131,4,1,1,0
16,ErSI,0,0.0,0.0,4,110,12,1,1,0
16,lef,0,2.0,2.0,3,220,5,2,0,0
16,Urr&ap,0,0.0,0.0,6,64,6,2,1,1
16,eraf,0,1.0,1.0,4,65,9,1,1,0
16,aJrrtka,0,0.0,0.0,7,208,1,1,1,1
16,l&@ri,0,0.0,0.0,5,220,15,2,1,1
16,zO&,0,1.0,1.0,3,66,3,1,0,0
16,yrpk,0,0.0,0.0,4,41,3,1,1,0
16,uOz@E,0,0.0,0.0,5,58,3,1,1,1
16,tvrei,0,0.0,0.0,5,272,10,1,1,1
16,g@OoS,0,0.0,0.0,5,95,10,2,1,1
16,Ovlrt,0,0.0,0.0,5,90,1,1,1,1
16,ifi,0,2.0,2.0,3,155,9,2,0,0
16,rer,0,6.0,7.0,3,376,9,3,0,0
16,ON=s,0,0.0,0.0,4,90,3,1,1,0
16,r&tt,0,3.0,5.0,4,376,20,4,1,0
16,|mU,0,0.0,1.0,3,15,2,1,0,0
16,km@Inf,0,0.0,0.0,6,170,3,1,1,1
16,nkpas,0,0.0,0.0,5,250,10,1,1,1
16,mrnr,0,0.0,1.0,4,131,13,1,1,0
16,@tS@,0,2.0,2.0,4,279,17,2,1,0
16,xa@,0,5.0,6.0,3,62,2,1,0,0
16,@el&r=&,0,0.0,0.0,7,279,7,1,1,1
16,tmOiUU+,0,0.0,0.0,7,272,10,1,1,1
16,@e&kt)O,0,0.0,0.0,7,279,7,1,1,1
16,nm@tr,0,0.0,0.0,5,250,9,1,1,1
16,dtbO,0,0.0,0.0,4,86,6,1,1,0
16,oosI,0,0.0,0.0,4,95,1,1,1,0
16,rvl,0,5.0,5.0,3,376,12,1,0,0
16,IUEyzp,0,0.0,0.0,6,98,1,1,1,1
16,pynn,0,0.0,0.0,4,123,1,1,1,0
16,mdr,0,2.0,3.0,3,131,2,2,0,0
16,ebpE&I,0,0.0,0.0,6,65,2,1,1,1
16,titr,0,1.0,1.0,4,272,14,1,1,0
16,ka@,0,5.0,5.0,3,170,3,1,0,0
16,@nou,0,0.0,0.0,4,279,13,1,1,0
16,kufIn@,0,0.0,0.0,6,170,3,1,1,1
16,@teln&,0,0.0,0.0,6,279,17,1,1,1
16,a&iktbI,0,0.0,0.0,7,208,8,1,1,1
16,mnfl,0,2.0,3.0,4,131,9,1,1,0
16,Orirrl,0,0.0,0.0,6,90,8,1,1,1
16,&nOri&i,0,0.0,0.0,7,201,17,1,1,1
16,IlI,0,4.0,4.0,3,98,10,1,0,0
16,@sros,0,0.0,0.0,5,279,11,2,1,1
16,@niU=rg,0,0.0,0.0,7,279,13,1,1,1
16,r&@=SYn,0,0.0,0.0,7,376,20,4,1,1
16,mn=kS,0,0.0,0.0,5,131,9,1,1,1
16,trtt,0,2.0,2.0,4,272,22,1,1,0
16,htarixl,0,0.0,0.0,7,48,6,1,1,1
16,iE=,0,2.0,2.0,3,155,4,1,0,0
16,l&ilt,0,0.0,0.0,5,220,15,2,1,1
16,lbZIII,0,0.0,0.0,6,220,3,1,1,1
16,y@rUd=,0,0.0,0.0,6,41,5,2,1,1
16,=pinof,0,0.0,0.0,6,75,2,1,1,1
16,egx@@,0,0.0,0.0,5,65,3,1,1,1
16,I=vmt,0,0.0,0.0,5,98,2,1,1,1
16,kea,0,3.0,3.0,3,170,5,1,0,0
16,r=riUnn,0,0.0,0.0,7,376,7,2,1,1
16,tanr,0,0.0,2.0,4,272,20,2,1,0
16,y@Nas,0,0.0,0.0,5,41,5,1,1,1
16,pUmt,0,0.0,0.0,4,123,1,1,1,0
16,dEal@r),0,0.0,0.0,7,86,5,1,1,1
16,ktknftE,0,0.0,0.0,7,170,17,2,1,1
16,oiklizr,0,0.0,0.0,7,95,5,1,1,1
16,lr@s=n,0,0.0,0.0,6,220,20,2,1,1
16,nprStz,0,0.0,0.0,6,250,9,1,1,1
16,Sin,0,4.0,4.0,3,109,3,1,0,0
16,@g@at,0,0.0,0.0,5,279,6,1,1,1
16,rO|nier,0,0.0,0.0,7,376,5,1,1,1
16,goOm@a,0,0.0,0.0,6,95,4,1,1,1
16,lUl,0,5.0,5.0,3,220,3,1,0,0
16,SEmO@s,0,0.0,0.0,6,109,4,1,1,1
16,s@lm,0,1.0,1.0,4,108,9,1,1,0
16,rxpzb,0,0.0,0.0,5,376,4,1,1,1
16,IIlrrf,0,0.0,0.0,6,98,5,2,1,1
16,l@@,0,15.0,18.0,3,220,18,2,0,0
16,rns,0,4.0,6.0,3,376,26,2,0,0
16,pptmar,0,0.0,0.0,6,123,3,1,1,1
16,tlO,0,6.0,7.0,3,272,11,1,0,0
16,d&tfeY,0,0.0,0.0,6,86,5,2,1,1
16,Ial,0,4.0,5.0,3,98,8,1,0,0
16,laJz,0,0.0,0.0,4,220,14,1,1,0
16,nzsk,0,0.0,0.0,4,250,5,1,1,0
16,rxd&am,0,0.0,0.0,6,376,4,1,1,1
16,Oa@t@t,0,0.0,0.0,6,90,10,2,1,1
16,prihak,0,0.0,0.0,6,123,9,2,1,1
16,illr,0,0.0,0.0,4,155,5,1,1,0
16,bkmY,0,0.0,0.0,4,100,3,1,1,0
16,rsfpdl,0,0.0,0.0,6,376,8,1,1,1
16,iUnpn,0,0.0,0.0,5,155,3,1,1,1
16,=kbe@,0,0.0,0.0,5,75,4,2,1,1
16,oEk,0,1.0,1.0,3,95,5,1,0,0
16,edp@lr,0,0.0,0.0,6,65,3,1,1,1
16,So@ktk,0,0.0,0.0,6,109,3,2,1,1
16,obo,0,1.0,1.0,3,95,5,1,0,0
16,&zdri,0,0.0,0.0,5,201,5,1,1,1
