Word	Match	Lexicality	Old20	Old20_Diff	Overlap_Ratio	Maxdeviation	Summed_Deviation	Maxdeviation_Transition
:h:I:l	h1n	N	1.0	0.05	1/2	-40	69	_[h1]n_
:h:I:m	h2n	N	1.0	0.05	1/2	-31	81	_h2[nt]
:h:I:m	hIN	N	1.05	0.1	3/4	24	34	_h[IN]k
:h:I:m	hQm	N	1.05	0.1	3/4	20	21	_[hQ]m_
:p:Q:k:s	pQNk	N	1.6	0.35	3/5	24	47	_pQN[kI]
:p:Q:k:s	pEld	N	1.75	0.5	2/5	30	53	_p[El]d_
:p:Q:k:s	plEd	N	1.65	0.4	2/5	50	112	_[pl]Ed_
:E::k:l:Q:g	Eklj$	N	2.9	0.85	5/7	-2	4	_Ek[lj]_n
:E::k:l:Q:g	EkINI	N	2.2	0.15	4/7	1	3	_E[kI]NIz
:E::k:l:Q:g	Ekt1_	N	2.85	0.8	4/7	4	10	_E[kt]1_
:k:Q:N::g:@	kQNv@	N	2.5	0.25	6/7	16	48	_kQN[v]@d
:k:Q:N::g:@	kQNvI	N	2.1	-0.15	5/7	16	22	_kQN[v]Id
:k:Q:N::g:@	kQNgr	N	2.6	0.35	6/7	-22	40	_kQNg[ru]
:k:5::k:5	k5kj	N	1.8	0.15	5/6	15	17	_k5[kj]@
:k:5::k:5	k5kP	N	1.5	-0.15	5/6	25	31	_k5k[P]
:k:5::k:5	k5kl	N	1.75	0.1	5/6	-26	45	_k5k[l@]
:s:p:l:I:t	splIm	N	1.9	0.3	5/6	-2	4	_spl[Im]@
:s:p:l:I:t	splIp	N	1.9	0.3	5/6	-5	5	_splI[p@]
:s:p:l:I:t	splId	N	1.9	0.3	5/6	-15	15	_splI[d@]
:g:7:R	gw{	N	2.0	1.05	1/2	-2	2	_gw[{k]
:g:7:R	g4n	N	1.55	0.6	1/2	2	3	_g[4n]t
:g:7:R	g8R	N	1.1	0.15	3/4	-4	5	_g[8R]_
:k:{::z:@:m	k{z@$	N	2.1	0.2	6/7	-23	28	_k{z@[_]
:k:{::z:@:m	k{gIk	N	2.0	0.1	4/7	27	55	_k{gI[k_]
:k:{::z:@:m	k{grE	N	2.9	1.0	4/7	25	69	_k{g[rE]k
:v:5:g	v5J	N	1.65	-0.05	3/4	4	5	_v[5J]_
:v:5:g	v8n	N	1.75	0.05	1/2	7	13	_v8[nI]
:v:5:g	v8d	N	1.9	0.2	1/2	-6	10	_[v8]dI
:m:3::f:I	r$fI	N	1.95	0.15	2/3	-26	59	_[r_]fI_
:m:3::f:I	m$fI	N	1.95	0.15	5/6	20	39	_m[_]fI_
:m:3::f:I	b3vI	N	1.8	0.0	2/3	47	107	_[b]3vI_
:v:5:l	vVl	N	1.35	0.4	3/4	-7	10	_[vV]l_
:v:5:l	v$l	N	1.05	0.1	3/4	-20	34	_v[_l]_
:v:5:l	v6n	N	1.6	0.65	1/2	31	66	_v[6n]d
:t:{:k	t{m	N	1.0	0.05	3/4	-43	80	_t[{m]_
:t:{:k	tIm	N	1.0	0.05	1/2	-50	100	_t[Im]_
:t:{:k	t#s	N	1.5	0.55	1/2	-114	315	_t[#s]I
:v:5:t	vit	N	1.1	-0.15	3/4	-5	10	_[vi]t_
:v:5:t	v#v	N	1.8	0.55	1/2	-15	37	_v[#v]@
:v:5:t	v#n	N	1.55	0.3	1/2	-12	28	_[v#]nd
:@::s:3:t	@slt	N	1.85	0.15	5/6	-4	8	_@[sl]t_
:@::s:3:t	@s@m	N	1.95	0.25	2/3	4	7	_@[s@]m@
:@::s:3:t	@s@t	N	1.9	0.2	5/6	4	8	_@[s@]t_
:k:5:k:s	k5mp	N	1.8	0.3	3/5	14	31	_k5m[pI]
:k:5:k:s	kVks	N	1.55	0.05	4/5	23	33	_k[Vk]s@
:k:5:k:s	k$mp	N	1.9	0.4	2/5	-25	59	_[k_]mpI
:k:$::s:#:Z	k$s7t	N	1.95	-0.4	5/7	2	6	_k_[s7]t7
:k:$::s:#:Z	k$s7$	N	2.45	0.1	5/7	2	6	_k_[s7]__
:k:$::s:#:Z	k$s7m	N	2.15	-0.2	5/7	2	6	_k_[s7]mi
:k:5::k:@	k$k@	N	1.75	0.15	5/6	-53	131	_k[_]k@z
:k:5::k:@	k3k@	N	1.85	0.25	5/6	-92	218	_[k3]k@z
:k:5::k:@	k1k@	N	1.9	0.3	5/6	-124	270	_k[1]k@z
:r:V::f:P	rVvQ	N	2.0	0.75	2/3	16	38	_rV[v]Q
:r:V::f:P	rVvr	N	2.0	0.75	2/3	16	28	_rV[v]rI
:r:V::f:P	rVfQ	N	1.85	0.6	5/6	-16	20	_rVf[Q]
:v:3::s:@:s	v3s@d	N	2.4	0.5	6/7	-25	39	_v3s[@d]_
:v:3::s:@:s	v3sk@	N	2.6	0.7	5/7	58	66	_v3s[k@]n
:v:3::s:@:s	v3skI	N	2.0	0.1	5/7	34	74	_v3sk[Is]
:z:7::r:Q:k:s	z7rins	N	2.9	0.2	3/4	-8	15	_z7[ri]ns_
:z:7::r:Q:k:s	z7r{ks	N	2.75	0.05	7/8	7	13	_z7r[{k]s_
:z:7::r:Q:k:s	z7r1ns	N	2.95	0.25	3/4	6	12	_z7r1[ns]_
:p:V:n:t	p1ns	N	1.6	0.35	3/5	-52	133	_p[1n]sI
:p:V:n:t	pVns	N	1.55	0.3	4/5	40	74	_pVn[sI]
:p:V:n:t	pVlt	N	1.6	0.35	4/5	-38	64	_p[Vl]t_
:J:Q:k	J$l	N	1.15	0.15	1/2	7	14	_J[_l]_
:J:Q:k	J$n	N	1.1	0.1	1/2	-16	26	_J[_n]_
:J:Q:k	J2t	N	1.05	0.05	1/2	24	34	_J2[t_]
:g:l:I:n:t	glIn1	N	2.1	0.3	5/6	14	24	_glIn[1]
:g:l:I:n:t	glIni	N	2.15	0.35	5/6	-13	19	_glI[ni]
:g:l:I:n:t	g{m@p	N	1.75	-0.05	1/3	-28	78	_g{m[@p]@
:t:E:n:d	t{nd	N	1.4	0.35	4/5	61	155	_t{n[d@]
:t:E:n:d	tIN$	N	1.95	0.9	2/5	-128	424	_tI[N_]
:t:E:n:d	tINk	N	1.15	0.1	2/5	-126	278	_t[IN]kI
:t:E:n:s	tEnQ	N	1.7	0.4	4/5	-28	44	_tE[nQ]
:t:E:n:s	tEn{	N	1.7	0.4	4/5	-29	46	_tEn[{]
:t:E:n:s	tEn5	N	1.7	0.4	4/5	-28	41	_tE[n5]
:f:2:l	f2d	N	1.0	0.05	3/4	-11	16	_f2[d_]
:f:2:l	f@b	N	1.85	0.9	1/2	-12	25	_[f@]b
:f:2:l	f2k	N	1.1	0.15	3/4	-28	31	_f[2k]_
:J:Q:p	JQs	N	1.35	0.4	3/4	-8	12	_J[Qs]_
:J:Q:p	J5s	N	1.75	0.8	1/2	-8	15	_[J5]s_
:J:Q:p	J2l	N	1.1	0.15	1/2	-12	16	_J2[lI]
:t:E:n:t	t{nt	N	1.4	0.3	4/5	-57	110	_[t{]nt
:t:E:n:t	t{ns	N	1.65	0.55	3/5	-57	168	_[t{]nsI
:t:E:n:t	t{kl	N	1.75	0.65	2/5	-100	230	_t[{k]l@
:p:i:t	pin	N	1.0	0.05	3/4	8	13	_p[in]d
:p:i:t	p5t	N	1.0	0.05	3/4	15	20	_[p5]t_
:p:i:t	p2v	N	1.2	0.25	1/2	-19	37	_[p2]v@
:p:r:5::l:I:k:s	pr2lIks	N	2.7	0.0	8/9	-4	8	_p[r2]lIks_
:p:r:5::l:I:k:s	pr5lIns	N	2.7	0.0	8/9	11	18	_pr5lI[ns]_
:p:r:5::l:I:k:s	pr2lIns	N	2.7	0.0	7/9	11	26	_pr2lI[ns]_
:V::t:@:R	VtEn	N	1.95	0.75	2/3	-16	32	_V[tE]n@
:V::t:@:R	VdIn	N	1.95	0.75	1/2	-30	97	_VdI[n_]
:V::t:@:R	VdIk	N	1.95	0.75	1/2	26	73	_V[dI]k_
:t:E:n:S	tEn3	N	1.7	0.1	4/5	4	6	_tE[n3]
:t:E:n:S	tEn2	N	1.7	0.1	4/5	-8	9	_tEn[2]
:t:E:n:S	tEnw	N	1.7	0.1	4/5	8	8	_tEn[wI]
:p:V:n:J	pVns	N	1.55	0.1	4/5	12	24	_pV[ns]i
:p:V:n:J	pVnz	N	1.75	0.3	4/5	-14	16	_pVn[z3]
:p:V:n:J	pVn_	N	1.65	0.2	4/5	15	23	_pVn[_@]
:p:l:{:z::m:@	pl{lm@	N	2.85	0.15	7/8	-4	10	_pl{[l]m@m
:p:l:{:z::m:@	pl{lm$	N	2.95	0.25	3/4	16	28	_pl{l[m_]
:p:l:{:z::m:@	pl{zm$	N	2.85	0.15	7/8	16	22	_pl{z[m_]
:f:I::l:I::g:r:i	fIlIgr2	N	3.45	0.1	9/10	-1	1	_fIlIgr[2n]
:f:I::l:I::g:r:i	fIlIgrE	N	3.5	0.15	9/10	4	5	_fIlIg[rE]k
:f:I::l:I::g:r:i	fIlIgrQ	N	3.55	0.2	9/10	-8	15	_fIlIg[rQ]n
:f:2:t	fQk	N	1.0	0.05	1/2	-24	52	_fQ[k_]
:f:2:t	fQt	N	1.0	0.05	3/4	-30	52	_f[Qt]_
:f:2:t	fVb	N	1.05	0.1	1/2	-31	62	_fV[b]
:k:{::t:@::p:V:l:t	k{t@p#ft	N	3.65	0.2	9/11	-2	4	_k{t@p[#f]t_
:k:{::t:@::p:V:l:t	k{t@pElt	N	3.45	0.0	10/11	4	6	_k{t@[pE]lt_
:k:{::t:@::p:V:l:t	k{t@p2lt	N	3.45	0.0	10/11	-4	6	_k{t@p[2l]t_
:l:i::5::t:#:d	li5tid	N	2.9	0.05	8/9	2	4	_li5[ti]d_
:l:i::5::t:#:d	li5t3d	N	2.9	0.05	8/9	-4	7	_li5t[3d]_
:l:i::5::t:#:d	li5t2d	N	2.85	0.0	8/9	6	8	_li5[t2]d_
:h:1::z:P	h1zQ	N	1.85	0.1	5/6	-16	28	_h1z[Q]
:h:1::z:P	h1gQ	N	2.0	0.25	2/3	-16	43	_h1g[Q]
:h:1::z:P	h1gP	N	1.9	0.15	5/6	-12	14	_h1[g]P_
:s:p:{::n:j:@:l	sp{n2tH	N	3.15	0.35	2/3	-5	15	_sp{n2[tH]_
:s:p:{::n:j:@:l	sp{nEsH	N	3.45	0.65	2/3	-6	16	_sp{nE[sH]_
:s:p:{::n:j:@:l	sp{nj@d	N	2.65	-0.15	8/9	-8	13	_sp{nj[@d]@
:p:{::n:@::s:7	p{n@s5	N	2.75	0.0	8/9	-2	2	_p{n@s[5k]
:p:{::n:@::s:7	p{n@sP	N	2.45	-0.3	8/9	0	0	[_]p{n@sPd
:p:{::n:@::s:7	p{n@sl	N	2.65	-0.1	8/9	-2	4	_p{n@[sl]j
:d:E::s:t:I:n	dEstIt	N	1.95	0.15	7/8	-3	5	_dEst[It]I
:d:E::s:t:I:n	dEst@l	N	2.0	0.2	3/4	-109	235	_dEs[t@]l_
:d:E::s:t:I:n	dEst@d	N	2.0	0.2	3/4	-109	231	_dEs[t@]d_
:T:I:N	TIl	N	1.0	-0.2	3/4	-8	11	_TI[l@]
:T:I:N	TrV	N	1.75	0.55	1/2	14	27	_[Tr]Vd
:T:I:N	Tr2	N	1.35	0.15	1/2	14	33	_[Tr]2t
:s:I::t:#:R	sIt7R	N	1.8	0.1	6/7	12	22	_sIt[7R]_
:s:I::t:#:R	sIt9R	N	1.9	0.2	6/7	-10	17	_sI[t9]R_
:s:I::t:#:R	sIt8R	N	1.85	0.15	6/7	-12	13	_sI[t8]R_
:d:V::k:@:t	d1k@t	N	1.95	0.1	6/7	-57	89	_d[1]k@t_
:d:V::k:@:t	d1k@l	N	2.0	0.15	5/7	-57	160	_d[1]k@lI
:d:V::k:@:t	dVk@l	N	1.95	0.1	6/7	-49	71	_dVk@[lI]
:k:$::n:I:s	kVdIs	N	2.0	0.5	5/7	30	88	_[kV]dIs_
:k:$::n:I:s	kVnIs	N	1.85	0.35	6/7	30	44	_[kV]nIs_
:k:$::n:I:s	kVrIs	N	1.9	0.4	5/7	30	81	_[kV]rIs_
:k:r:#:f:t	kr#fi	N	2.35	0.75	5/6	-6	10	_kr#f[i]
:k:r:#:f:t	kr#ni	N	1.95	0.35	2/3	8	20	_kr[#n]i
:k:r:#:f:t	kr#nt	N	1.9	0.3	5/6	8	15	_kr[#n]t_
:k:$::n:I:t	kVdIt	N	1.95	0.25	5/7	30	88	_[kV]dIt_
:k:$::n:I:t	kVnIt	N	1.75	0.05	6/7	30	44	_[kV]nIt_
:k:$::n:I:t	kVrIt	N	1.8	0.1	5/7	30	81	_[kV]rIt_
:T:I:n	Tr1	N	1.45	0.4	1/2	28	56	_Tr[1]
:T:I:n	T{k	N	1.1	0.05	1/2	-29	57	_[T{]k_
:T:I:n	TVn	N	1.15	0.1	3/4	-25	40	_T[Vn]_
:g:w:#::n:5	gw#ns	N	2.1	-0.45	6/7	4	5	_gw#n[sI]
:g:w:#::n:5	gw#n{	N	2.7	0.15	6/7	5	8	_gw#n[{n]
:g:w:#::n:5	gw#nP	N	2.45	-0.1	6/7	-7	9	_gw#n[P]
:T:I:k	TVl	N	1.45	0.35	1/2	-15	33	_[TV]l_
:T:I:k	j5l	N	1.0	-0.1	1/4	-32	68	_[j5]l_
:T:I:k	j{l	N	1.45	0.35	1/4	-32	79	_[j{]l_
:s:n:8:R	snTI	N	1.95	0.35	3/5	3	5	_sn[TI]s
:s:n:8:R	sn#t	N	1.65	0.05	3/5	-4	6	_sn[#t]i
:s:n:8:R	sn#v	N	1.85	0.25	3/5	-4	5	_sn[#v]P
:p:r:5::g:r:E:s	pr2grEs	N	2.75	0.15	8/9	-4	8	_p[r2]grEs_
:p:r:5::g:r:E:s	pr5gr1s	N	2.85	0.25	8/9	-12	22	_pr5gr[1s]_
:p:r:5::g:r:E:s	pr2gr1s	N	3.1	0.5	7/9	-12	30	_pr2gr[1s]_
:s:m:V:_	s1vr	N	1.95	0.25	2/5	2	4	_s1[vr]2
:s:m:V:_	s1vz	N	1.9	0.2	2/5	-1	3	_s[1v]zH
:s:m:V:_	sm$m	N	1.85	0.15	3/5	-2	4	_sm[_m]Q
:S:Q:p	S5s	N	1.8	0.85	1/2	-4	9	_S5[s_]
:S:Q:p	Sr$	N	1.85	0.9	1/2	7	13	_S[r_]
:S:Q:p	S#s	N	1.65	0.7	1/2	-6	11	_[S#]s_
:S:Q:t	S#t	N	1.0	0.05	3/4	-9	15	_S[#t]_
:S:Q:t	S1t	N	1.0	0.05	3/4	-15	29	_S[1t]_
:S:Q:t	SUt	N	1.35	0.4	3/4	-15	29	_S[Ut]_
:S:Q:k	S1n	N	1.0	0.05	1/2	16	36	_S[1n]_
:S:Q:k	S$n	N	1.1	0.15	1/2	-16	28	_S[_n]_
:S:Q:k	SVb	N	1.3	0.35	1/2	-10	21	_S[Vb]
:s:t:5:v	st5s	N	1.7	0.15	4/5	-2	3	_st5[sH]
:s:t:5:v	st5z	N	1.5	-0.05	4/5	-1	1	_st5[z3]
:s:t:5:v	st5p	N	1.3	-0.25	4/5	-3	5	_st5[pQ]
:s:t:{:n::z:@	st{nvI	N	2.45	-0.1	3/4	7	15	_st{n[v]It
:s:t:{:n::z:@	st{nvd	N	2.6	0.05	3/4	7	9	_st{n[v]d
:s:t:{:n::z:@	st{nvE	N	2.85	0.3	3/4	7	14	_st{n[v]Ek
:r:I::p:Q:s:t	rIntst	N	2.45	0.25	3/4	-3	6	_rI[nt]st_
:r:I::p:Q:s:t	rIn{st	N	2.25	0.05	3/4	7	13	_rI[n{]st_
:r:I::p:Q:s:t	rIp{st	N	2.1	-0.1	7/8	-7	11	_rI[p{]st_
:s:m:V:t	s1pt	N	1.85	0.35	3/5	4	5	_s[1p]t_
:s:m:V:t	s1$m	N	1.85	0.35	2/5	4	8	_s[1_]mI
:s:m:V:t	sm5t	N	1.65	0.15	4/5	-4	8	_s[m5]t_
:l:I::b:i::d:5	lIbid7	N	2.9	0.1	8/9	-15	16	_lIbid[7s]
:l:I::b:i::d:5	lIbidi	N	2.9	0.1	8/9	-10	14	_lIbi[di]
:l:I::b:i::d:5	lIbidE	N	2.9	0.1	8/9	-9	16	_lIbid[Ek]
:k:r:Q:s	krEd	N	1.45	0.05	3/5	-13	30	_kr[Ed]_
:k:r:Q:s	krEk	N	1.5	0.1	3/5	-14	27	_kr[Ek]_
:k:r:Q:s	krEp	N	1.6	0.2	3/5	-19	42	_kr[Ep]I
:s:m:V:g	s1vI	N	1.7	0.15	2/5	2	4	_s1[vI]s
:s:m:V:g	smVf	N	1.5	-0.05	4/5	-2	3	_sm[Vf]
:s:m:V:g	smVs	N	1.8	0.25	4/5	-2	4	_sm[Vs]H
:p:3:k	p3d	N	1.0	0.05	3/4	-8	15	_p3[d_]
:p:3:k	p3n	N	1.0	0.05	3/4	-10	16	_p[3n]_
:p:3:k	p#b	N	1.3	0.35	1/2	-23	50	_p[#b]
:p:3:l	p3n	N	1.0	0.05	3/4	3	4	_p3[n_]
:p:3:l	p3b	N	1.4	0.45	3/4	-12	22	_p[3b]
:p:3:l	p3d	N	1.0	0.05	3/4	-11	15	_p3[d_]
:w:I:l:t	wIkl	N	1.9	0.7	3/5	-29	74	_wI[kl]@
:w:I:l:t	wIkt	N	1.65	0.45	4/5	-27	68	_w[Ik]t
:t:r:@::p:i:z	tr@pPz	N	2.7	0.0	7/8	2	3	_tr@p[Pz]_
:t:r:@::p:i:z	tr@pim	N	2.8	0.1	7/8	3	3	_tr@pi[m@]
:t:r:@::p:i:z	tr@p1m	N	2.95	0.25	3/4	4	7	_tr@[p1]m@
:{:l::b:j:U::m:I:n	wUbjUmIn	N	4.35	0.6	9/11	7	9	_[wU]bjUmIn_
:{:l::b:j:U::m:I:n	{lbjUmEd	N	4.65	0.9	9/11	-26	67	_{lbjU[mE]d_
:{:l::b:j:U::m:I:n	{lbjUmEt	N	3.9	0.15	9/11	-26	55	_{lbjU[mE]t@
:p:3:s	p3p	N	1.0	0.05	3/4	-16	20	_p[3p]_
:p:3:s	p3T	N	1.15	0.2	3/4	-9	13	_p3[T]
:p:3:s	p#p	N	1.0	0.05	1/2	-20	38	_[p#]p_
:m:I::n:I::s:t:@:R	mIdIst@R	N	2.65	0.5	10/11	-26	44	_mI[dI]st@R_
:m:I::n:I::s:t:@:R	mIrIst@R	N	2.55	0.4	10/11	20	37	_mI[rI]st@R_
:m:I::n:I::s:t:@:R	bIdIst@R	N	2.7	0.55	9/11	-108	199	_[bI]dIst@R_
:p:3:t	p3n	N	1.0	0.05	3/4	-5	9	_p3[nd]
:p:3:t	p3v	N	1.2	0.25	3/4	-12	22	_p[3v]@
:p:3:t	p#b	N	1.3	0.35	1/2	-31	68	_p#[b]
:p:3:J	p3p	N	1.0	0.05	3/4	-8	11	_p3[pr]
:p:3:J	p3b	N	1.4	0.45	3/4	6	11	_p3[b_]
:p:3:J	p3f	N	1.4	0.45	3/4	7	11	_p3[f_]
:m:{::r:5	rEnj	N	1.8	0.4	1/3	31	97	_r[E]nj@
:m:{::r:5	rEn$	N	1.8	0.4	1/3	31	114	_r[E]n_
:m:{::r:5	rEpl	N	1.95	0.55	1/3	31	120	_r[E]pl@
:p:3:_	p3p	N	1.0	-0.25	3/4	2	3	_p3[pI]
:p:3:_	p3f	N	1.4	0.15	3/4	1	1	_p3[ft]
:p:3:_	p3v	N	1.2	-0.05	3/4	5	9	_p3[v_]
:p:3:R	p3n	N	1.0	0.05	3/4	8	8	_p[3n]t
:p:3:R	p3z	N	1.3	0.35	3/4	-7	7	_p[3z]_
:p:3:R	p3b	N	1.4	0.45	3/4	-11	16	_p3[b_]
:g:r:5:n	gr5k	N	1.55	0.45	4/5	-3	5	_gr[5k]Q
:g:r:5:n	gr2n	N	1.45	0.35	4/5	-4	5	_g[r2]n_
:g:r:5:n	gr2t	N	1.4	0.3	3/5	7	14	_gr[2t]P
:r:I:f:t	rIpl	N	1.7	0.5	3/5	-28	70	_rI[pl]@
:r:I:f:t	rIps	N	1.75	0.55	3/5	-30	81	_rIp[sp]
:r:I:f:t	rIpr	N	1.9	0.7	3/5	24	41	_r[Ip]r@
:l:I:m::b:5	lImbr	N	2.45	0.5	6/7	5	9	_lIm[br]E
:l:I:m::b:5	lImbU	N	2.45	0.5	6/7	-12	22	_lIm[bU]l
:l:I:m::b:5	lImb{	N	2.45	0.5	6/7	15	27	_lIm[b{]k
:w:I::l:5	wIl$	N	1.85	0.45	5/6	12	17	_wIl[_]
:w:I::l:5	wIlE	N	1.85	0.45	5/6	-17	24	_wI[lE]k
:w:I::l:5	wIli	N	1.85	0.45	5/6	-51	88	_wI[li]
:b:r:Q:N::k:5	brQNm5	N	2.8	0.2	7/8	8	9	_brQN[m]5_
:b:r:Q:N::k:5	brQNmd	N	2.9	0.3	3/4	8	9	_brQN[m]d
:b:r:Q:N::k:5	brQNmz	N	2.85	0.25	3/4	8	18	_brQN[m]z@
:2::b:E:k:s	2fl5s	N	2.4	0.45	4/7	7	13	_2[fl]5s_
:2::b:E:k:s	2fl5d	N	2.35	0.4	3/7	14	29	_2fl5[d_]
:2::b:E:k:s	2fl$d	N	2.35	0.4	3/7	14	31	_2fl_[d_]
:s:t:I:g::m:@	st1gm@	N	2.9	0.15	7/8	-6	11	_st[1g]m@m
:s:t:I:g::m:@	stEgm$	N	2.9	0.15	3/4	-16	38	_s[tE]gm_
:s:t:I:g::m:@	stEgm@	N	2.85	0.1	7/8	-16	27	_s[tE]gm@l
:d:u:m	du$	N	1.8	0.8	3/4	2	4	_d[u_]
:d:u:m	d3m	N	1.0	0.0	3/4	4	7	_[d3]m_
:d:u:m	dup	N	1.25	0.25	3/4	-4	4	_d[up]_
:r:I::f:P	rIfQ	N	1.85	0.4	5/6	-16	20	_rIf[Q]
:r:I::f:P	rIfs	N	1.8	0.35	5/6	-14	20	_rI[fs]t
:r:I::f:P	rIvQ	N	2.0	0.55	2/3	16	38	_rI[v]Q
:n:i::d:P	widr	N	1.8	0.35	2/3	-31	62	_wi[dr]I
:n:i::d:P	win{	N	1.9	0.45	1/2	-31	98	_wi[n{]
:n:i::d:P	winQ	N	1.9	0.45	1/2	23	75	_[w]inQ
:s:k:r:6:n:_	skr6n{	N	2.65	0.3	6/7	4	5	_skr6[n{]k
:s:k:r:6:n:_	skr$ld	N	2.35	0.0	4/7	-7	16	_skr[_l]d
:s:k:r:6:n:_	skr$lU	N	2.55	0.2	4/7	-7	16	_skr[_l]Ul
:t:$:k	tVd	N	1.0	0.05	1/2	-8	21	_tV[d_]
:t:$:k	t$d	N	1.05	0.1	3/4	-8	13	_t_[d_]
:t:$:k	t1v	N	1.35	0.4	1/2	14	24	_t1[v@]
:t:$:l	t1n	N	1.0	0.05	1/2	9	14	_t[1n]_
:t:$:l	tQk	N	1.0	0.05	1/2	25	35	_[tQ]k_
:t:$:l	tVl	N	1.0	0.05	3/4	23	30	_t[Vl]_
:h:2	hQ	N	1.2	0.25	2/3	-3	4	_[hQ]S
:h:2	hI	N	1.05	0.1	2/3	26	49	_h[It]
:h:2	hE	N	1.15	0.2	2/3	50	51	_[hE]p
:s:l:Q:g	slQm	N	1.55	0.2	4/5	-1	1	_sl[Qm]Q
:s:l:Q:g	sl5n	N	1.65	0.3	3/5	3	6	_sl[5n]z
:s:l:Q:g	slEl	N	1.7	0.35	3/5	4	12	_s[lE]li
:s:l:Q:b	sl5s	N	1.7	0.3	3/5	2	4	_sl[5s]i
:s:l:Q:b	sl5b	N	1.6	0.2	4/5	-1	2	_s[l5]b_
:s:l:Q:b	slQf	N	1.65	0.25	4/5	1	1	_sl[Qf]r
:r:#:s::k:@:l	r6sk@l	N	2.75	0.1	7/8	5	5	_[r6]sk@l_
:r:#:s::k:@:l	r$sk@l	N	2.75	0.1	7/8	-8	13	_r[_s]k@l_
:r:#:s::k:@:l	r#sd@l	N	2.8	0.15	7/8	-12	19	_r#s[d@]l_
:t:$:z	t1z	N	1.1	-0.1	3/4	2	3	_[t1]z_
:t:$:z	t5z	N	1.2	0.0	3/4	7	11	_t[5z]_
:t:$:z	tVz	N	1.3	0.1	3/4	7	10	_[tV]z_
:w:3:R	w3z	N	1.2	0.25	3/4	-7	7	_w[3z]_
:w:3:R	w3n	N	1.0	0.05	3/4	8	8	_w[3n]t
:w:3:R	w$z	N	1.0	0.05	1/2	8	10	_[w_]z_
:w:3:T	w3n	N	1.0	-0.2	3/4	3	4	_w3[ns]
:w:3:T	w1p	N	1.0	-0.2	1/2	-7	14	_[w1]pI
:m:{:g::n:I:t	ripnIt	N	2.55	0.5	5/8	62	156	_ri[p]nIt_
:m:{:g::n:I:t	rifnIt	N	2.55	0.5	5/8	-61	160	_[ri]fnIt_
:m:{:g::n:I:t	ri$nIt	N	2.75	0.7	5/8	-61	145	_[ri]_nIt_
:s:l:Q:t	slEt	N	1.35	0.4	4/5	4	4	_s[lE]t_
:s:l:Q:t	sl5n	N	1.65	0.7	3/5	-4	8	_sl5[n]
:s:l:Q:t	slQm	N	1.55	0.6	4/5	-3	4	_slQ[mI]
:s:l:Q:p	slEp	N	1.45	0.5	4/5	4	4	_s[lE]p_
:s:l:Q:p	s@mQ	N	2.3	1.35	2/5	15	44	_[s@]mQ
:s:l:Q:p	s@mf	N	2.0	1.05	2/5	15	57	_[s@]mfI
:t:$:t	t1t	N	1.0	0.05	3/4	-14	16	_t[1t]_
:t:$:t	t#k	N	1.0	0.05	1/2	-27	70	_t[#k]_
:t:$:t	t#d	N	1.05	0.1	1/2	-32	59	_t#[d_]
:t:$:J	t1d	N	1.05	-0.4	1/2	4	8	_t[1d]I
:t:$:J	t1g	N	1.55	0.1	1/2	-3	6	_t[1g]_
:t:$:J	t5g	N	1.25	-0.2	1/2	-4	9	_[t5]g_
:m:{:k::s:I:m	rEksIz	N	2.45	0.3	5/8	-29	87	_r[Ek]sIz_
:m:{:k::s:I:m	rEksIm	N	2.45	0.3	3/4	-29	77	_r[Ek]sIm@
:m:{:k::s:I:m	m{ksIz	N	2.2	0.05	7/8	17	30	_m{ksI[z_]
:w:3:d	w2k	N	1.0	0.05	1/2	-13	27	_[w2]k_
:w:3:d	w3n	N	1.0	0.05	3/4	14	17	_w3[n_]
:w:3:d	w3b	N	1.4	0.45	3/4	-16	17	_w[3b]
:w:3:k	w2k	N	1.0	0.05	3/4	-13	26	_[w2]k_
:w:3:k	w2v	N	1.15	0.2	1/2	14	40	_w2[v@]
:w:3:k	w3n	N	1.0	0.05	3/4	-10	16	_w[3n]_
:w:3:m	w3p	N	1.15	0.1	3/4	-5	5	_w[3p]_
:w:3:m	w1p	N	1.0	-0.05	1/2	-7	13	_[w1]p_
:w:3:m	w1$	N	1.5	0.45	1/2	-7	15	_[w1]_
:w:3:l	w3n	N	1.0	0.05	3/4	3	4	_w3[n_]
:w:3:l	wEg	N	1.25	0.3	1/2	-6	9	_[wE]g
:w:3:l	w2k	N	1.0	0.05	1/2	-13	18	_[w2]k_
:w:3:t	w3n	N	1.0	0.05	3/4	-5	9	_w3[nd]
:w:3:t	w2v	N	1.15	0.2	1/2	-13	30	_[w2]v@
:w:3:t	w3v	N	1.2	0.25	3/4	-12	22	_w[3v]@
:t:$:R	tw{	N	1.9	0.95	1/2	-2	5	_[tw]{k
:t:$:R	t5z	N	1.2	0.25	1/2	-4	5	_[t5]z_
:t:$:R	t1z	N	1.1	0.15	1/2	-5	7	_t[1z]_
:g:r:{::p:P	gr{pt	N	1.9	0.1	6/7	-8	9	_gr{p[t@]
:g:r:{::p:P	gr{pu	N	1.95	0.15	6/7	-14	26	_gr{p[u]
:g:r:{::p:P	gr{ps	N	1.85	0.05	6/7	14	27	_gr{p[s]
:s:l:Q:S	sl5t	N	1.3	-0.15	3/5	-1	2	_s[l5]t1
